codigo_material,descricao,categoria,unidade_medida,status,desc_inicio_minusculo,categoria_inconsistente,uom_nao_maiusculo,total_problemas
MAT-02738,Item 2738 teste,mecânico,Lt,Ativo,NAO,NAO,SIM,1
MAT-02725,Item 2725 teste,Hidráulico,Kg,INATIVO,NAO,NAO,SIM,1
MAT-02727,Item 2727 teste,Escritório,lt,Ativo,NAO,NAO,SIM,1
MAT-02728,Item 2728 teste,ELETRICO,kg,INATIVO,NAO,NAO,SIM,1
MAT-02730,Item 2730 teste,Escritório,lt,ativo,NAO,NAO,SIM,1
MAT-00828,Item 828 teste,Embalagem,kg,Inativo,NAO,NAO,SIM,1
MAT-00830,Item 830 teste,ELETRICO,pc,ATIVO,NAO,NAO,SIM,1
MAT-00835,Item 835 teste,ELETRICO,un,INATIVO,NAO,NAO,SIM,1
MAT-00820,Item 820 teste,MECANICO,lt,Inativo,NAO,NAO,SIM,1
MAT-00822,Item 822 teste,EMBALAGEM,Lt,ATIVO,NAO,NAO,SIM,1
MAT-00823,Item 823 teste,ELETRICO,pc,ATIVO,NAO,NAO,SIM,1
MAT-00825,Item 825 teste,Elétrico,Lt,INATIVO,NAO,NAO,SIM,1
MAT-00826,Item 826 teste,Escritório,pc,INATIVO,NAO,NAO,SIM,1
MAT-00819,Item 819 teste,Mecânico,Un,ATIVO,NAO,NAO,SIM,1
MAT-00808,Item 808 teste,EMBALAGEM,Kg,INATIVO,NAO,NAO,SIM,1
MAT-00809,Item 809 teste,Elétrico,Und,ATIVO,NAO,NAO,SIM,1
MAT-00811,Item 811 teste,MECANICO,Un,Ativo,NAO,NAO,SIM,1
MAT-02716,Item 2716 teste,mecânico,cx,ativo,NAO,NAO,SIM,1
MAT-02718,Item 2718 teste,MECANICO,lt,Inativo,NAO,NAO,SIM,1
MAT-02719,Item 2719 teste,EMBALAGEM,und,ativo,NAO,NAO,SIM,1
MAT-02721,Item 2721 teste,EMBALAGEM,l,Ativo,NAO,NAO,SIM,1
MAT-02722,Item 2722 teste,ELETRICO,und,ativo,NAO,NAO,SIM,1
MAT-02723,Item 2723 teste,Embalagem,Kg,Ativo,NAO,NAO,SIM,1
MAT-02708,Item 2708 teste,Elétrico,un,INATIVO,NAO,NAO,SIM,1
MAT-02710,Item 2710 teste,Escritório,l,ATIVO,NAO,NAO,SIM,1
MAT-02712,Item 2712 teste,MECANICO,Und,ATIVO,NAO,NAO,SIM,1
MAT-02713,Item 2713 teste,EMBALAGEM,kg,ATIVO,NAO,NAO,SIM,1
MAT-02714,Item 2714 teste,Elétrico,und,ativo,NAO,NAO,SIM,1
MAT-02715,Item 2715 teste,Hidráulico,pc,INATIVO,NAO,NAO,SIM,1
MAT-02701,Item 2701 teste,hidraulico,Kg,INATIVO,NAO,NAO,SIM,1
MAT-02705,Item 2705 teste,Mecânico,Lt,INATIVO,NAO,NAO,SIM,1
MAT-02695,Item 2695 teste,ELETRICO,kg,INATIVO,NAO,NAO,SIM,1
MAT-02697,Item 2697 teste,mecânico,kg,Ativo,NAO,NAO,SIM,1
MAT-02698,Item 2698 teste,Elétrico,lt,INATIVO,NAO,NAO,SIM,1
MAT-02699,Item 2699 teste,Hidráulico,un,ATIVO,NAO,NAO,SIM,1
MAT-00860,Item 860 teste,EMBALAGEM,Kg,Ativo,NAO,NAO,SIM,1
MAT-00861,Item 861 teste,mecânico,lt,INATIVO,NAO,NAO,SIM,1
MAT-00862,Item 862 teste,Embalagem,cx,ATIVO,NAO,NAO,SIM,1
MAT-00864,Item 864 teste,MECANICO,Un,Inativo,NAO,NAO,SIM,1
MAT-00866,Item 866 teste,Hidráulico,Un,ativo,NAO,NAO,SIM,1
MAT-00853,Item 853 teste,Elétrico,lt,Inativo,NAO,NAO,SIM,1
MAT-00854,Item 854 teste,Hidráulico,cx,INATIVO,NAO,NAO,SIM,1
MAT-00856,Item 856 teste,Mecânico,Kg,Ativo,NAO,NAO,SIM,1
MAT-00857,Item 857 teste,Embalagem,l,ativo,NAO,NAO,SIM,1
MAT-00858,Item 858 teste,Hidráulico,un,ATIVO,NAO,NAO,SIM,1
MAT-00859,Item 859 teste,MECANICO,Kg,Ativo,NAO,NAO,SIM,1
MAT-00845,Item 845 teste,MECANICO,Lt,ATIVO,NAO,NAO,SIM,1
MAT-00846,Item 846 teste,Embalagem,un,ATIVO,NAO,NAO,SIM,1
MAT-00847,Item 847 teste,ELETRICO,Pc,INATIVO,NAO,NAO,SIM,1
MAT-00848,Item 848 teste,Elétrico,und,Inativo,NAO,NAO,SIM,1
MAT-00849,Item 849 teste,Embalagem,kg,ativo,NAO,NAO,SIM,1
MAT-00850,Item 850 teste,Hidráulico,lt,INATIVO,NAO,NAO,SIM,1
MAT-00851,Item 851 teste,mecânico,Pc,INATIVO,NAO,NAO,SIM,1
MAT-00836,Item 836 teste,Hidráulico,pc,Inativo,NAO,NAO,SIM,1
MAT-00837,Item 837 teste,Hidráulico,Kg,INATIVO,NAO,NAO,SIM,1
MAT-00838,Item 838 teste,hidraulico,lt,INATIVO,NAO,NAO,SIM,1
MAT-00839,Item 839 teste,Elétrico,Un,ATIVO,NAO,NAO,SIM,1
MAT-00842,Item 842 teste,EMBALAGEM,Pc,ativo,NAO,NAO,SIM,1
MAT-00843,Item 843 teste,hidraulico,l,ativo,NAO,NAO,SIM,1
MAT-00892,Item 892 teste,Elétrico,kg,Inativo,NAO,NAO,SIM,1
MAT-00894,Item 894 teste,ELETRICO,pc,ativo,NAO,NAO,SIM,1
MAT-00895,Item 895 teste,EMBALAGEM,und,Inativo,NAO,NAO,SIM,1
MAT-00897,Item 897 teste,EMBALAGEM,Lt,INATIVO,NAO,NAO,SIM,1
MAT-00898,Item 898 teste,Embalagem,Un,INATIVO,NAO,NAO,SIM,1
MAT-00884,Item 884 teste,Embalagem,Lt,ATIVO,NAO,NAO,SIM,1
MAT-00885,Item 885 teste,Escritório,Kg,ATIVO,NAO,NAO,SIM,1
MAT-00887,Item 887 teste,hidraulico,cx,ativo,NAO,NAO,SIM,1
MAT-00889,Item 889 teste,mecânico,Un,Inativo,NAO,NAO,SIM,1
MAT-00890,Item 890 teste,Embalagem,Und,INATIVO,NAO,NAO,SIM,1
MAT-00876,Item 876 teste,Escritório,pc,Inativo,NAO,NAO,SIM,1
MAT-00877,Item 877 teste,Hidráulico,un,Ativo,NAO,NAO,SIM,1
MAT-00878,Item 878 teste,ELETRICO,lt,ATIVO,NAO,NAO,SIM,1
MAT-00879,Item 879 teste,Elétrico,Lt,INATIVO,NAO,NAO,SIM,1
MAT-00881,Item 881 teste,Mecânico,Pc,INATIVO,NAO,NAO,SIM,1
MAT-00882,Item 882 teste,Hidráulico,pc,ativo,NAO,NAO,SIM,1
MAT-00883,Item 883 teste,mecânico,Und,INATIVO,NAO,NAO,SIM,1
MAT-00868,Item 868 teste,Hidráulico,Pc,ativo,NAO,NAO,SIM,1
MAT-00870,Item 870 teste,MECANICO,cx,Inativo,NAO,NAO,SIM,1
MAT-00874,Item 874 teste,Mecânico,un,INATIVO,NAO,NAO,SIM,1
MAT-02685,Item 2685 teste,ELETRICO,Lt,ATIVO,NAO,NAO,SIM,1
MAT-02686,Item 2686 teste,ELETRICO,kg,Ativo,NAO,NAO,SIM,1
MAT-02687,Item 2687 teste,Elétrico,Pc,Inativo,NAO,NAO,SIM,1
MAT-02688,Item 2688 teste,Hidráulico,Lt,INATIVO,NAO,NAO,SIM,1
MAT-02676,Item 2676 teste,MECANICO,Un,Inativo,NAO,NAO,SIM,1
MAT-02677,Item 2677 teste,MECANICO,l,Inativo,NAO,NAO,SIM,1
MAT-02679,Item 2679 teste,Embalagem,cx,ativo,NAO,NAO,SIM,1
MAT-02680,Item 2680 teste,Hidráulico,und,Inativo,NAO,NAO,SIM,1
MAT-02681,Item 2681 teste,Mecânico,Und,Ativo,NAO,NAO,SIM,1
MAT-02668,Item 2668 teste,EMBALAGEM,und,Ativo,NAO,NAO,SIM,1
MAT-02670,Item 2670 teste,mecânico,lt,Ativo,NAO,NAO,SIM,1
MAT-02672,Item 2672 teste,Elétrico,Un,Ativo,NAO,NAO,SIM,1
MAT-02674,Item 2674 teste,mecânico,kg,Inativo,NAO,NAO,SIM,1
MAT-02675,Item 2675 teste,hidraulico,un,Inativo,NAO,NAO,SIM,1
MAT-02661,Item 2661 teste,Embalagem,pc,ativo,NAO,NAO,SIM,1
MAT-02663,Item 2663 teste,Elétrico,un,Ativo,NAO,NAO,SIM,1
MAT-02665,Item 2665 teste,ELETRICO,Lt,INATIVO,NAO,NAO,SIM,1
MAT-02666,Item 2666 teste,Embalagem,l,Inativo,NAO,NAO,SIM,1
MAT-00924,Item 924 teste,EMBALAGEM,l,INATIVO,NAO,NAO,SIM,1
MAT-00926,Item 926 teste,EMBALAGEM,und,Inativo,NAO,NAO,SIM,1
MAT-00927,Item 927 teste,mecânico,lt,INATIVO,NAO,NAO,SIM,1
MAT-00928,Item 928 teste,Embalagem,Un,Inativo,NAO,NAO,SIM,1
MAT-00929,Item 929 teste,Embalagem,und,ATIVO,NAO,NAO,SIM,1
MAT-00930,Item 930 teste,hidraulico,Un,INATIVO,NAO,NAO,SIM,1
MAT-00917,Item 917 teste,MECANICO,lt,Ativo,NAO,NAO,SIM,1
MAT-00918,Item 918 teste,ELETRICO,Lt,Inativo,NAO,NAO,SIM,1
MAT-00920,Item 920 teste,ELETRICO,un,Ativo,NAO,NAO,SIM,1
MAT-00921,Item 921 teste,MECANICO,l,INATIVO,NAO,NAO,SIM,1
MAT-00922,Item 922 teste,Escritório,kg,Inativo,NAO,NAO,SIM,1
MAT-00908,Item 908 teste,mecânico,Pc,ativo,NAO,NAO,SIM,1
MAT-00909,Item 909 teste,MECANICO,Pc,Ativo,NAO,NAO,SIM,1
MAT-00910,Item 910 teste,MECANICO,Pc,Ativo,NAO,NAO,SIM,1
MAT-00911,Item 911 teste,Mecânico,Kg,ativo,NAO,NAO,SIM,1
MAT-00912,Item 912 teste,Embalagem,un,ativo,NAO,NAO,SIM,1
MAT-00913,Item 913 teste,Hidráulico,kg,Ativo,NAO,NAO,SIM,1
MAT-00915,Item 915 teste,EMBALAGEM,kg,ATIVO,NAO,NAO,SIM,1
MAT-00901,Item 901 teste,MECANICO,Und,Inativo,NAO,NAO,SIM,1
MAT-00903,Item 903 teste,ELETRICO,kg,INATIVO,NAO,NAO,SIM,1
MAT-00905,Item 905 teste,ELETRICO,Kg,Inativo,NAO,NAO,SIM,1
MAT-00907,Item 907 teste,EMBALAGEM,Lt,INATIVO,NAO,NAO,SIM,1
MAT-00956,Item 956 teste,Mecânico,l,Inativo,NAO,NAO,SIM,1
MAT-00957,Item 957 teste,Elétrico,Lt,INATIVO,NAO,NAO,SIM,1
MAT-00958,Item 958 teste,hidraulico,und,ATIVO,NAO,NAO,SIM,1
MAT-00960,Item 960 teste,Hidráulico,Pc,ATIVO,NAO,NAO,SIM,1
MAT-00962,Item 962 teste,Mecânico,Pc,ativo,NAO,NAO,SIM,1
MAT-00963,Item 963 teste,ELETRICO,Kg,ativo,NAO,NAO,SIM,1
MAT-00948,Item 948 teste,Hidráulico,Pc,INATIVO,NAO,NAO,SIM,1
MAT-00950,Item 950 teste,MECANICO,Und,ativo,NAO,NAO,SIM,1
MAT-00951,Item 951 teste,hidraulico,und,ATIVO,NAO,NAO,SIM,1
MAT-00952,Item 952 teste,MECANICO,Un,Ativo,NAO,NAO,SIM,1
MAT-00953,Item 953 teste,Embalagem,lt,Ativo,NAO,NAO,SIM,1
MAT-00954,Item 954 teste,Escritório,Und,ativo,NAO,NAO,SIM,1
MAT-00940,Item 940 teste,hidraulico,lt,INATIVO,NAO,NAO,SIM,1
MAT-00942,Item 942 teste,ELETRICO,und,INATIVO,NAO,NAO,SIM,1
MAT-00943,Item 943 teste,Embalagem,cx,ativo,NAO,NAO,SIM,1
MAT-00944,Item 944 teste,Embalagem,Und,Ativo,NAO,NAO,SIM,1
MAT-00945,Item 945 teste,MECANICO,cx,Inativo,NAO,NAO,SIM,1
MAT-00946,Item 946 teste,hidraulico,kg,Inativo,NAO,NAO,SIM,1
MAT-00932,Item 932 teste,MECANICO,Kg,Inativo,NAO,NAO,SIM,1
MAT-00934,Item 934 teste,Mecânico,Kg,INATIVO,NAO,NAO,SIM,1
MAT-00939,Item 939 teste,Mecânico,lt,ATIVO,NAO,NAO,SIM,1
MAT-02654,Item 2654 teste,mecânico,lt,ATIVO,NAO,NAO,SIM,1
MAT-02657,Item 2657 teste,MECANICO,Un,Inativo,NAO,NAO,SIM,1
MAT-02659,Item 2659 teste,Escritório,cx,ATIVO,NAO,NAO,SIM,1
MAT-02647,Item 2647 teste,Elétrico,und,ativo,NAO,NAO,SIM,1
MAT-02648,Item 2648 teste,MECANICO,cx,ativo,NAO,NAO,SIM,1
MAT-02649,Item 2649 teste,Hidráulico,und,ativo,NAO,NAO,SIM,1
MAT-02650,Item 2650 teste,hidraulico,Pc,ativo,NAO,NAO,SIM,1
MAT-02637,Item 2637 teste,Escritório,cx,ativo,NAO,NAO,SIM,1
MAT-02638,Item 2638 teste,Escritório,l,Ativo,NAO,NAO,SIM,1
MAT-02641,Item 2641 teste,EMBALAGEM,pc,Ativo,NAO,NAO,SIM,1
MAT-02642,Item 2642 teste,Embalagem,lt,ativo,NAO,NAO,SIM,1
MAT-02643,Item 2643 teste,MECANICO,kg,INATIVO,NAO,NAO,SIM,1
MAT-02628,Item 2628 teste,Elétrico,l,INATIVO,NAO,NAO,SIM,1
MAT-02631,Item 2631 teste,Embalagem,Pc,INATIVO,NAO,NAO,SIM,1
MAT-02632,Item 2632 teste,ELETRICO,und,INATIVO,NAO,NAO,SIM,1
MAT-00988,Item 988 teste,ELETRICO,Lt,ATIVO,NAO,NAO,SIM,1
MAT-00989,Item 989 teste,Elétrico,Un,Inativo,NAO,NAO,SIM,1
MAT-00990,Item 990 teste,Escritório,und,Inativo,NAO,NAO,SIM,1
MAT-00992,Item 992 teste,Hidráulico,l,ativo,NAO,NAO,SIM,1
MAT-00995,Item 995 teste,hidraulico,lt,ATIVO,NAO,NAO,SIM,1
MAT-00980,Item 980 teste,ELETRICO,Lt,ATIVO,NAO,NAO,SIM,1
MAT-00981,Item 981 teste,Elétrico,Kg,ATIVO,NAO,NAO,SIM,1
MAT-00983,Item 983 teste,MECANICO,Un,Ativo,NAO,NAO,SIM,1
MAT-00984,Item 984 teste,MECANICO,cx,Ativo,NAO,NAO,SIM,1
MAT-00972,Item 972 teste,Mecânico,cx,ativo,NAO,NAO,SIM,1
MAT-00973,Item 973 teste,Hidráulico,kg,INATIVO,NAO,NAO,SIM,1
MAT-00976,Item 976 teste,Embalagem,Un,ATIVO,NAO,NAO,SIM,1
MAT-00977,Item 977 teste,Elétrico,Kg,ATIVO,NAO,NAO,SIM,1
MAT-00978,Item 978 teste,Embalagem,Un,Inativo,NAO,NAO,SIM,1
MAT-00979,Item 979 teste,Embalagem,lt,ativo,NAO,NAO,SIM,1
MAT-00964,Item 964 teste,hidraulico,und,Ativo,NAO,NAO,SIM,1
MAT-00965,Item 965 teste,Mecânico,l,Ativo,NAO,NAO,SIM,1
MAT-00966,Item 966 teste,Elétrico,un,ATIVO,NAO,NAO,SIM,1
MAT-00967,Item 967 teste,Hidráulico,Pc,Ativo,NAO,NAO,SIM,1
MAT-00970,Item 970 teste,ELETRICO,und,ativo,NAO,NAO,SIM,1
MAT-00971,Item 971 teste,Escritório,Lt,ativo,NAO,NAO,SIM,1
MAT-02621,Item 2621 teste,MECANICO,lt,INATIVO,NAO,NAO,SIM,1
MAT-02622,Item 2622 teste,Mecânico,l,INATIVO,NAO,NAO,SIM,1
MAT-02624,Item 2624 teste,ELETRICO,un,ativo,NAO,NAO,SIM,1
MAT-02626,Item 2626 teste,Escritório,Un,Inativo,NAO,NAO,SIM,1
MAT-02612,Item 2612 teste,mecânico,Kg,Ativo,NAO,NAO,SIM,1
MAT-02613,Item 2613 teste,MECANICO,l,Ativo,NAO,NAO,SIM,1
MAT-02614,Item 2614 teste,hidraulico,Kg,Inativo,NAO,NAO,SIM,1
MAT-02616,Item 2616 teste,Embalagem,Und,ativo,NAO,NAO,SIM,1
MAT-02604,Item 2604 teste,Escritório,pc,Inativo,NAO,NAO,SIM,1
MAT-02606,Item 2606 teste,ELETRICO,und,ativo,NAO,NAO,SIM,1
MAT-02607,Item 2607 teste,mecânico,Lt,INATIVO,NAO,NAO,SIM,1
MAT-02608,Item 2608 teste,Hidráulico,un,ATIVO,NAO,NAO,SIM,1
MAT-02609,Item 2609 teste,EMBALAGEM,l,ATIVO,NAO,NAO,SIM,1
MAT-02600,Item 2600 teste,Hidráulico,l,INATIVO,NAO,NAO,SIM,1
MAT-01023,Item 1023 teste,Elétrico,cx,ATIVO,NAO,NAO,SIM,1
MAT-01024,Item 1024 teste,Hidráulico,und,Ativo,NAO,NAO,SIM,1
MAT-01014,Item 1014 teste,MECANICO,un,ativo,NAO,NAO,SIM,1
MAT-01015,Item 1015 teste,Embalagem,Und,ATIVO,NAO,NAO,SIM,1
MAT-01016,Item 1016 teste,EMBALAGEM,Und,ativo,NAO,NAO,SIM,1
MAT-01018,Item 1018 teste,hidraulico,kg,ATIVO,NAO,NAO,SIM,1
MAT-01019,Item 1019 teste,Mecânico,l,ativo,NAO,NAO,SIM,1
MAT-01006,Item 1006 teste,Embalagem,un,ATIVO,NAO,NAO,SIM,1
MAT-01009,Item 1009 teste,Escritório,cx,Ativo,NAO,NAO,SIM,1
MAT-01010,Item 1010 teste,Mecânico,Lt,ATIVO,NAO,NAO,SIM,1
MAT-00997,Item 997 teste,Escritório,Un,ATIVO,NAO,NAO,SIM,1
MAT-00998,Item 998 teste,Embalagem,Un,ATIVO,NAO,NAO,SIM,1
MAT-00999,Item 999 teste,mecânico,Lt,Inativo,NAO,NAO,SIM,1
MAT-01000,Item 1000 teste,EMBALAGEM,Und,Ativo,NAO,NAO,SIM,1
MAT-02589,Item 2589 teste,Mecânico,un,Ativo,NAO,NAO,SIM,1
MAT-02590,Item 2590 teste,Mecânico,und,ativo,NAO,NAO,SIM,1
MAT-02593,Item 2593 teste,Escritório,l,ATIVO,NAO,NAO,SIM,1
MAT-02580,Item 2580 teste,Mecânico,Und,ATIVO,NAO,NAO,SIM,1
MAT-02581,Item 2581 teste,mecânico,Pc,ativo,NAO,NAO,SIM,1
MAT-02582,Item 2582 teste,ELETRICO,pc,Ativo,NAO,NAO,SIM,1
MAT-02583,Item 2583 teste,Elétrico,Und,Ativo,NAO,NAO,SIM,1
MAT-02585,Item 2585 teste,EMBALAGEM,un,INATIVO,NAO,NAO,SIM,1
MAT-02586,Item 2586 teste,hidraulico,pc,ativo,NAO,NAO,SIM,1
MAT-02574,Item 2574 teste,MECANICO,Und,ATIVO,NAO,NAO,SIM,1
MAT-02575,Item 2575 teste,MECANICO,Und,ATIVO,NAO,NAO,SIM,1
MAT-02576,Item 2576 teste,EMBALAGEM,cx,Ativo,NAO,NAO,SIM,1
MAT-02577,Item 2577 teste,ELETRICO,Lt,ATIVO,NAO,NAO,SIM,1
MAT-02579,Item 2579 teste,EMBALAGEM,pc,INATIVO,NAO,NAO,SIM,1
MAT-02566,Item 2566 teste,mecânico,Lt,ATIVO,NAO,NAO,SIM,1
MAT-02567,Item 2567 teste,ELETRICO,un,Ativo,NAO,NAO,SIM,1
MAT-02570,Item 2570 teste,Escritório,un,ativo,NAO,NAO,SIM,1
MAT-02571,Item 2571 teste,ELETRICO,und,Inativo,NAO,NAO,SIM,1
MAT-01052,Item 1052 teste,MECANICO,Lt,INATIVO,NAO,NAO,SIM,1
MAT-01055,Item 1055 teste,EMBALAGEM,lt,INATIVO,NAO,NAO,SIM,1
MAT-01056,Item 1056 teste,hidraulico,kg,INATIVO,NAO,NAO,SIM,1
MAT-01057,Item 1057 teste,Elétrico,Pc,Ativo,NAO,NAO,SIM,1
MAT-01058,Item 1058 teste,Hidráulico,cx,ATIVO,NAO,NAO,SIM,1
MAT-01059,Item 1059 teste,ELETRICO,und,INATIVO,NAO,NAO,SIM,1
MAT-01044,Item 1044 teste,EMBALAGEM,l,Ativo,NAO,NAO,SIM,1
MAT-01045,Item 1045 teste,Escritório,lt,ativo,NAO,NAO,SIM,1
MAT-01049,Item 1049 teste,mecânico,l,Inativo,NAO,NAO,SIM,1
MAT-01050,Item 1050 teste,mecânico,cx,ATIVO,NAO,NAO,SIM,1
MAT-01051,Item 1051 teste,Mecânico,l,Ativo,NAO,NAO,SIM,1
MAT-01041,Item 1041 teste,EMBALAGEM,lt,INATIVO,NAO,NAO,SIM,1
MAT-01042,Item 1042 teste,MECANICO,Pc,ativo,NAO,NAO,SIM,1
MAT-01043,Item 1043 teste,Elétrico,kg,Ativo,NAO,NAO,SIM,1
MAT-01028,Item 1028 teste,Hidráulico,l,ATIVO,NAO,NAO,SIM,1
MAT-01029,Item 1029 teste,hidraulico,l,ativo,NAO,NAO,SIM,1
MAT-01031,Item 1031 teste,Embalagem,kg,ativo,NAO,NAO,SIM,1
MAT-01032,Item 1032 teste,ELETRICO,Und,INATIVO,NAO,NAO,SIM,1
MAT-01033,Item 1033 teste,EMBALAGEM,pc,ATIVO,NAO,NAO,SIM,1
MAT-01034,Item 1034 teste,ELETRICO,pc,ATIVO,NAO,NAO,SIM,1
MAT-02556,Item 2556 teste,Embalagem,Und,ativo,NAO,NAO,SIM,1
MAT-02558,Item 2558 teste,ELETRICO,cx,ativo,NAO,NAO,SIM,1
MAT-02559,Item 2559 teste,Escritório,Un,Ativo,NAO,NAO,SIM,1
MAT-02560,Item 2560 teste,Escritório,Und,Ativo,NAO,NAO,SIM,1
MAT-02561,Item 2561 teste,Embalagem,Lt,INATIVO,NAO,NAO,SIM,1
MAT-02562,Item 2562 teste,EMBALAGEM,l,ativo,NAO,NAO,SIM,1
MAT-02548,Item 2548 teste,Elétrico,un,Inativo,NAO,NAO,SIM,1
MAT-02549,Item 2549 teste,mecânico,l,INATIVO,NAO,NAO,SIM,1
MAT-02551,Item 2551 teste,hidraulico,und,Inativo,NAO,NAO,SIM,1
MAT-02553,Item 2553 teste,mecânico,Pc,INATIVO,NAO,NAO,SIM,1
MAT-02554,Item 2554 teste,Embalagem,un,Inativo,NAO,NAO,SIM,1
MAT-02540,Item 2540 teste,EMBALAGEM,cx,Ativo,NAO,NAO,SIM,1
MAT-02542,Item 2542 teste,Embalagem,Kg,INATIVO,NAO,NAO,SIM,1
MAT-02544,Item 2544 teste,mecânico,un,Inativo,NAO,NAO,SIM,1
MAT-02545,Item 2545 teste,Escritório,lt,ativo,NAO,NAO,SIM,1
MAT-02546,Item 2546 teste,EMBALAGEM,kg,INATIVO,NAO,NAO,SIM,1
MAT-02532,Item 2532 teste,MECANICO,Pc,ativo,NAO,NAO,SIM,1
MAT-02533,Item 2533 teste,hidraulico,lt,Ativo,NAO,NAO,SIM,1
MAT-02534,Item 2534 teste,Embalagem,Un,INATIVO,NAO,NAO,SIM,1
MAT-02535,Item 2535 teste,Escritório,lt,Ativo,NAO,NAO,SIM,1
MAT-02536,Item 2536 teste,Hidráulico,Kg,ativo,NAO,NAO,SIM,1
MAT-02537,Item 2537 teste,Escritório,pc,INATIVO,NAO,NAO,SIM,1
MAT-02538,Item 2538 teste,EMBALAGEM,un,ativo,NAO,NAO,SIM,1
MAT-02539,Item 2539 teste,Hidráulico,Pc,Ativo,NAO,NAO,SIM,1
MAT-01084,Item 1084 teste,Mecânico,Lt,INATIVO,NAO,NAO,SIM,1
MAT-01085,Item 1085 teste,Embalagem,Kg,ativo,NAO,NAO,SIM,1
MAT-01086,Item 1086 teste,MECANICO,lt,Ativo,NAO,NAO,SIM,1
MAT-01087,Item 1087 teste,mecânico,Lt,Inativo,NAO,NAO,SIM,1
MAT-01088,Item 1088 teste,Mecânico,pc,Inativo,NAO,NAO,SIM,1
MAT-01089,Item 1089 teste,MECANICO,Un,Ativo,NAO,NAO,SIM,1
MAT-01091,Item 1091 teste,mecânico,cx,INATIVO,NAO,NAO,SIM,1
MAT-01076,Item 1076 teste,Embalagem,Pc,Ativo,NAO,NAO,SIM,1
MAT-01078,Item 1078 teste,hidraulico,cx,ATIVO,NAO,NAO,SIM,1
MAT-01079,Item 1079 teste,Mecânico,cx,Inativo,NAO,NAO,SIM,1
MAT-01080,Item 1080 teste,hidraulico,Lt,ativo,NAO,NAO,SIM,1
MAT-01070,Item 1070 teste,Elétrico,Pc,Inativo,NAO,NAO,SIM,1
MAT-01071,Item 1071 teste,EMBALAGEM,kg,ativo,NAO,NAO,SIM,1
MAT-01072,Item 1072 teste,Mecânico,Pc,INATIVO,NAO,NAO,SIM,1
MAT-01074,Item 1074 teste,Hidráulico,cx,Inativo,NAO,NAO,SIM,1
MAT-01075,Item 1075 teste,Hidráulico,Pc,ativo,NAO,NAO,SIM,1
MAT-01060,Item 1060 teste,Embalagem,Un,ativo,NAO,NAO,SIM,1
MAT-01061,Item 1061 teste,Mecânico,Kg,ATIVO,NAO,NAO,SIM,1
MAT-01062,Item 1062 teste,Mecânico,Kg,ativo,NAO,NAO,SIM,1
MAT-01063,Item 1063 teste,Hidráulico,un,INATIVO,NAO,NAO,SIM,1
MAT-01064,Item 1064 teste,Escritório,Und,ATIVO,NAO,NAO,SIM,1
MAT-01066,Item 1066 teste,ELETRICO,und,Ativo,NAO,NAO,SIM,1
MAT-01067,Item 1067 teste,Mecânico,un,ATIVO,NAO,NAO,SIM,1
MAT-01117,Item 1117 teste,Embalagem,cx,Inativo,NAO,NAO,SIM,1
MAT-01118,Item 1118 teste,hidraulico,lt,ativo,NAO,NAO,SIM,1
MAT-01119,Item 1119 teste,Embalagem,Und,INATIVO,NAO,NAO,SIM,1
MAT-01120,Item 1120 teste,Hidráulico,cx,Ativo,NAO,NAO,SIM,1
MAT-01121,Item 1121 teste,EMBALAGEM,Un,ativo,NAO,NAO,SIM,1
MAT-01122,Item 1122 teste,ELETRICO,Und,ATIVO,NAO,NAO,SIM,1
MAT-01123,Item 1123 teste,MECANICO,Pc,Ativo,NAO,NAO,SIM,1
MAT-01108,Item 1108 teste,hidraulico,un,ativo,NAO,NAO,SIM,1
MAT-01109,Item 1109 teste,hidraulico,l,Inativo,NAO,NAO,SIM,1
MAT-01111,Item 1111 teste,hidraulico,kg,ativo,NAO,NAO,SIM,1
MAT-01112,Item 1112 teste,Embalagem,un,ativo,NAO,NAO,SIM,1
MAT-01113,Item 1113 teste,Mecânico,cx,Ativo,NAO,NAO,SIM,1
MAT-01114,Item 1114 teste,EMBALAGEM,l,ATIVO,NAO,NAO,SIM,1
MAT-01115,Item 1115 teste,hidraulico,und,ATIVO,NAO,NAO,SIM,1
MAT-01101,Item 1101 teste,hidraulico,kg,ativo,NAO,NAO,SIM,1
MAT-01092,Item 1092 teste,Hidráulico,Und,ativo,NAO,NAO,SIM,1
MAT-01095,Item 1095 teste,Hidráulico,lt,ATIVO,NAO,NAO,SIM,1
MAT-01096,Item 1096 teste,MECANICO,Pc,Inativo,NAO,NAO,SIM,1
MAT-01097,Item 1097 teste,Elétrico,lt,ATIVO,NAO,NAO,SIM,1
MAT-01099,Item 1099 teste,Embalagem,cx,Ativo,NAO,NAO,SIM,1
MAT-02525,Item 2525 teste,EMBALAGEM,l,ATIVO,NAO,NAO,SIM,1
MAT-02526,Item 2526 teste,Elétrico,lt,Ativo,NAO,NAO,SIM,1
MAT-02527,Item 2527 teste,ELETRICO,lt,ativo,NAO,NAO,SIM,1
MAT-02528,Item 2528 teste,Embalagem,und,ativo,NAO,NAO,SIM,1
MAT-02529,Item 2529 teste,Escritório,lt,ATIVO,NAO,NAO,SIM,1
MAT-02530,Item 2530 teste,Hidráulico,l,ATIVO,NAO,NAO,SIM,1
