codigo_material,descricao,categoria,status,dias_sem_movimento,classificacao_giro,faixa_movimento,valor_estoque,estoque_atual
MAT-06001,Luva XG Latão,EPI,Ativo,473,Baixo,366-730 dias,1844858.6688202252,4641
MAT-02221,Gancho PVC,Acessórios,Ativo,473,Baixo,366-730 dias,231.60000000000002,2316
MAT-01345,Pano Inox,Limpeza,Ativo,473,Baixo,366-730 dias,30705.569999999996,3111
MAT-01327,Ácido Alumínio,Químico,Ativo,472,Baixo,366-730 dias,29577.48,4786
MAT-00276,Anel Plástico,Peças,Ativo,472,Baixo,366-730 dias,21170.38,2563
MAT-02553,Válvula PVC,Pneumático,Bloqueado,471,Baixo,366-730 dias,3925038.06,2349
MAT-02988,Caixa Inox,Embalagem,Ativo,471,Baixo,366-730 dias,2325.7000000000003,3578
MAT-00602,Spray PVC,Lubrificante,Inativo,471,Baixo,366-730 dias,333611.24,1724
MAT-01440,Martelo Alumínio,Ferramentas,Ativo,471,Baixo,366-730 dias,319594.5,4898
MAT-02402,Junta Alumínio,Peças,Ativo,470,Baixo,366-730 dias,101582.08,3904
MAT-06001,SERRA LATÃO,Ferramentas,Ativo,470,Baixo,366-730 dias,0.0,2356
MAT-00206,Serra Latão,Ferramentas,Ativo,470,Baixo,366-730 dias,131888.88,2356
MAT-01342,Caixa Aço,Embalagem,Ativo,470,Baixo,366-730 dias,152439.98,3938
MAT-00045,Vassoura em Latão,Limpeza,Ativo,469,Baixo,366-730 dias,2569622.2,3970
MAT-06001,VASSOURA EM LATÃO,Limpeza,Ativo,469,Baixo,366-730 dias,2559339.9672327717,3970
MAT-00380,Conexão Cobre,Pneumático,Bloqueado,469,Baixo,366-730 dias,17851.870000000003,2941
MAT-02987,Grampeador Inox,Escritório,Ativo,469,Baixo,366-730 dias,177630.89,4159
MAT-06001,MANGUEIRA PVC,Pneumático,Ativo,468,Baixo,366-730 dias,9669.797270210296,443
MAT-01780,Mangueira PVC,Pneumático,Ativo,468,Baixo,366-730 dias,9967.5,443
MAT-01290,Anel Cobre,Peças,Inativo,468,Baixo,366-730 dias,376652.39999999997,4468
MAT-06001,Anel Cobre,Peças,Inativo,468,Baixo,366-730 dias,376290.016299307,4468
MAT-02096,Registro Cobre,Hidráulico,Ativo,468,Baixo,366-730 dias,19491.34,4663
MAT-01837,Etiqueta Latão,Embalagem,Bloqueado,468,Baixo,366-730 dias,9969.91,1109
MAT-02799,Rolamento Inox,Peças,Ativo,467,Baixo,366-730 dias,24151.71,4939
MAT-00221,Eixo em Aço,Mecânico,Inativo,467,Baixo,366-730 dias,11782.4,2240
MAT-01816,Clips Latão,Escritório,Ativo,467,Baixo,366-730 dias,22565.469999999998,2477
MAT-01347,Correia Plástico,Mecânico,Bloqueado,466,Baixo,366-730 dias,103429.95000000001,1711
MAT-02265,Presilha Alumínio,Acessórios,Ativo,465,Baixo,366-730 dias,0.0,1374
MAT-02838,Alicate Alumínio,Ferramentas,Bloqueado,465,Baixo,366-730 dias,0.0,2624
MAT-02486,Clips Latão,Escritório,Inativo,465,Baixo,366-730 dias,48278.4,642
MAT-02184,Pasta em Aço,Lubrificante,Ativo,465,Baixo,366-730 dias,8454.6,2310
MAT-06001,CLIPS AÇO,Escritório,Ativo,464,Baixo,366-730 dias,971483.6154191181,1905
MAT-01642,Mangueira Alumínio,Pneumático,Ativo,464,Baixo,366-730 dias,3064.75,575
MAT-00742,Clips Aço,Escritório,Ativo,464,Baixo,366-730 dias,983170.5,1905
MAT-06001,Mangueira Alumínio,Pneumático,Ativo,464,Baixo,366-730 dias,2949.093386441003,575
MAT-02045,Martelo Plástico,Ferramentas,Ativo,464,Baixo,366-730 dias,3195.64,1414
MAT-01698,tomada Alumínio,Elétrico,Ativo,463,Baixo,366-730 dias,2739023.1,1485
MAT-01062,Bucha Aço,Mecânico,Ativo,463,Baixo,366-730 dias,8846.970000000001,969
MAT-00701,Óleo Cobre,Lubrificante,Ativo,462,Baixo,366-730 dias,91334.4,4020
MAT-06001,CAPACETE LATÃO,EPI,Ativo,462,Baixo,366-730 dias,16321.559766739492,315
MAT-00479,Detergente Alumínio,Limpeza,Ativo,462,Baixo,366-730 dias,2395.1200000000003,392
MAT-02537,Junta Latão,Peças,Ativo,462,Baixo,366-730 dias,241065.0,3300
MAT-06001,DETERGENTE ALUMÍNIO,Limpeza,Ativo,462,Baixo,366-730 dias,2395.0082747191364,392
MAT-01758,Capacete Latão,EPI,Ativo,462,Baixo,366-730 dias,16471.35,315
MAT-00132,Tomada Inox,Elétrico,Inativo,461,Baixo,366-730 dias,4785.55,605
MAT-01124,Balde Latão,Limpeza,Ativo,461,Baixo,366-730 dias,433121.30000000005,265
MAT-01451,Engrenagem Cobre,Mecânico,Ativo,461,Baixo,366-730 dias,190064.16,4056
MAT-02230,Pasta Plástico,Lubrificante,Bloqueado,461,Baixo,366-730 dias,103908.06,1251
MAT-00985,Módulo Cobre,Eletrônico,Ativo,460,Baixo,366-730 dias,782.28,106
MAT-01434,Presilha PVC,Acessórios,Ativo,459,Baixo,366-730 dias,1323.54,1539
MAT-06001,Óleo Plástico,Lubrificante,Ativo,459,Baixo,366-730 dias,34583.05883632581,4261
MAT-00431,Filtro Alumínio,Pneumático,Ativo,459,Baixo,366-730 dias,624.88,584
MAT-02605,Cabo 4mm² Aço,Elétrico,Inativo,459,Baixo,366-730 dias,2748756.6,3670
MAT-00244,Gancho Cobre,Acessórios,Ativo,459,Baixo,366-730 dias,5017.95,189
MAT-02065,Eixo Alumínio,Mecânico,Ativo,459,Baixo,366-730 dias,32340.12,4233
MAT-06001,Presilha PVC,Acessórios,Ativo,459,Baixo,366-730 dias,1301.7028558013947,1539
MAT-01330,Óleo Plástico,Lubrificante,Ativo,459,Baixo,366-730 dias,36218.5,4261
MAT-00646,Caixa PVC,Embalagem,Ativo,458,Baixo,366-730 dias,312155.0,4190
MAT-06001,Abraçadeira PVC,Acessórios,Ativo,458,Baixo,366-730 dias,6285516.605136379,3619
MAT-02887,Bucha Latão,Mecânico,Bloqueado,458,Baixo,366-730 dias,27858.55,4115
MAT-01247,martelo Cobre,Ferramentas,Bloqueado,458,Baixo,366-730 dias,1571.7600000000002,708
MAT-01552,"Tubo 1/2"" Plástico",Hidráulico,Ativo,458,Baixo,366-730 dias,41503.86,453
MAT-01923,Abraçadeira PVC,Acessórios,Ativo,458,Baixo,366-730 dias,6569425.94,3619
MAT-02005,Resistor Plástico,Eletrônico,Inativo,457,Baixo,366-730 dias,5038.8,1140
MAT-06001,ROLAMENTO INOX,Peças,Bloqueado,457,Baixo,366-730 dias,107751.14773082048,274
MAT-02248,Rolamento Inox,Peças,Bloqueado,457,Baixo,366-730 dias,103835.04,274
MAT-02719,Lâmpada Latão,Elétrico,Inativo,457,Baixo,366-730 dias,3489360.69,1797
MAT-02857,Válvula Latão,Hidráulico,Ativo,456,Baixo,366-730 dias,37794.19,3941
MAT-00603,Conexão Aço,Hidráulico,Ativo,456,Baixo,366-730 dias,3400349.7600000002,3972
MAT-00419,Suporte PVC,Acessórios,Inativo,456,Baixo,366-730 dias,6355541.97,4581
MAT-02196,Catalisador Alumínio,Químico,Bloqueado,456,Baixo,366-730 dias,30584.88,3573
MAT-00929,Luva GG Latão,EPI,Ativo,456,Baixo,366-730 dias,0.0,3627
MAT-00281,Rolamento Alumínio,Mecânico,Ativo,456,Baixo,366-730 dias,13015.95,4567
MAT-00395,Suporte Cobre,Acessórios,Ativo,456,Baixo,366-730 dias,19273.75,4535
MAT-00355,Vassoura Cobre,Limpeza,Inativo,456,Baixo,366-730 dias,6156.799999999999,1280
MAT-06001,SUPORTE PVC,Acessórios,Inativo,456,Baixo,366-730 dias,6598774.244325246,4581
MAT-02521,Serra Inox,Ferramentas,Bloqueado,456,Baixo,366-730 dias,11480.48,4744
MAT-01382,Arruela PVC,Fixação,Ativo,456,Baixo,366-730 dias,57657.44,2083
MAT-00141,Fluido Inox,Lubrificante,Bloqueado,455,Baixo,366-730 dias,13317.390000000001,2027
MAT-02614,Balde Cobre,Limpeza,Ativo,455,Baixo,366-730 dias,117702.04000000001,2852
MAT-06001,Capacete Cobre,EPI,Ativo,455,Baixo,366-730 dias,285356.0148164469,2858
MAT-02329,Capacete Cobre,EPI,Ativo,455,Baixo,366-730 dias,276597.24,2858
MAT-02909,Vedação Plástico,Peças,Ativo,455,Baixo,366-730 dias,38354.1,739
MAT-02728,Eixo Cobre,Mecânico,Ativo,454,Baixo,366-730 dias,18037.5,1875
MAT-01206,Válvula Latão,Hidráulico,Inativo,454,Baixo,366-730 dias,491.91999999999996,172
MAT-00523,LED Aço,Eletrônico,Ativo,454,Baixo,366-730 dias,13063.68,2592
MAT-00940,Válvula PVC,Pneumático,Ativo,454,Baixo,366-730 dias,72072.42,2198
MAT-00002,Registro PVC,Hidráulico,Ativo,454,Baixo,366-730 dias,5816.16,3462
MAT-00987,Presilha Plástico,Acessórios,Inativo,454,Baixo,366-730 dias,1347.9199999999998,581
MAT-02304,Correia Inox,Mecânico,Ativo,453,Baixo,366-730 dias,355995.12,262
MAT-01492,Ácido Latão,Químico,Ativo,453,Baixo,366-730 dias,206466.68,2371
MAT-00731,Anel Plástico,Peças,Bloqueado,453,Baixo,366-730 dias,9409.75,1415
MAT-02037,Furadeira Inox,Ferramentas,Ativo,453,Baixo,366-730 dias,4259410.56,2421
MAT-00154,filtro Cobre,Pneumático,Ativo,453,Baixo,366-730 dias,255179.28,4643
MAT-06001,FILTRO PLÁSTICO,Pneumático,Bloqueado,452,Baixo,366-730 dias,81216.81659789373,3388
MAT-02312,Clips Cobre,Escritório,Bloqueado,452,Baixo,366-730 dias,19172.64,2832
MAT-00499,Retentor Alumínio,Peças,Ativo,452,Baixo,366-730 dias,162881.16,4764
MAT-02459,filtro Plástico,Pneumático,Bloqueado,452,Baixo,366-730 dias,83683.59999999999,3388
MAT-01994,Sensor Plástico,Eletrônico,Ativo,451,Baixo,366-730 dias,1645209.2799999998,4576
MAT-00029,Conexão Aço,Pneumático,Ativo,450,Baixo,366-730 dias,8798.9,1045
MAT-02720,Grampeador Alumínio,Escritório,Ativo,450,Baixo,366-730 dias,11486.16,2226
MAT-02305,Martelo Latão,Ferramentas,Ativo,449,Baixo,366-730 dias,116111.5,1283
MAT-00507,capacete Plástico,EPI,Ativo,449,Baixo,366-730 dias,12518.119999999999,1796
MAT-06001,Martelo Latão,Ferramentas,Ativo,449,Baixo,366-730 dias,119624.88935199528,1283
MAT-02415,Serra Aço,Ferramentas,Ativo,449,Baixo,366-730 dias,35182.0,1225
MAT-00680,Bota Latão,EPI,Ativo,449,Baixo,366-730 dias,23041.72,2428
MAT-01359,Tomada Alumínio,Elétrico,Ativo,448,Baixo,366-730 dias,91431.98999999999,1539
MAT-00420,Eixo Alumínio,Mecânico,Ativo,448,Baixo,366-730 dias,1439.48,212
MAT-02421,Pasta Inox,Lubrificante,Ativo,448,Baixo,366-730 dias,113904.0,3164
MAT-01779,Martelo Plástico,Ferramentas,Ativo,448,Baixo,366-730 dias,2611698.66,2878
MAT-00689,Desinfetante Latão,Limpeza,Ativo,447,Baixo,366-730 dias,13551.6,2760
MAT-01064,Vassoura Latão,Limpeza,Ativo,447,Baixo,366-730 dias,11619.300000000001,1509
MAT-02442,Anel Inox,Peças,Ativo,447,Baixo,366-730 dias,85678.68,148
MAT-00496,Engrenagem Inox,Mecânico,Ativo,447,Baixo,366-730 dias,429.12,72
MAT-01286,Retentor Cobre,Peças,Ativo,447,Baixo,366-730 dias,5577.7,965
MAT-00180,Spray Latão,Lubrificante,Ativo,447,Baixo,366-730 dias,61782.71,1111
MAT-02530,Base Aço,Químico,Bloqueado,446,Baixo,366-730 dias,4706756.55,3571
MAT-01568,Rolamento Aço,Peças,Ativo,445,Baixo,366-730 dias,145423.31,1681
MAT-02475,Gancho PVC,Acessórios,Ativo,445,Baixo,366-730 dias,18104.4,2140
MAT-01381,Conexão Inox,Hidráulico,Ativo,445,Baixo,366-730 dias,2243.15,2639
MAT-02199,Martelo PVC,Ferramentas,Bloqueado,445,Baixo,366-730 dias,372.8,932
MAT-00822,Fluido Plástico,Lubrificante,Ativo,444,Baixo,366-730 dias,67391.74,2509
MAT-01400,Cilindro Latão,Pneumático,Ativo,443,Baixo,366-730 dias,16611.32,1987
MAT-01119,Bota PVC,EPI,Ativo,443,Baixo,366-730 dias,150613.32,1716
MAT-02867,Caixa Inox,Embalagem,Inativo,443,Baixo,366-730 dias,393143.4,2853
MAT-00565,Presilha Plástico,Acessórios,Ativo,442,Baixo,366-730 dias,39941.119999999995,4304
MAT-00813,Alicate PVC,Ferramentas,Ativo,442,Baixo,366-730 dias,9170894.33,4819
MAT-00481,Filtro Cobre,Pneumático,Ativo,442,Baixo,366-730 dias,218286.62999999998,2503
MAT-02851,Bucha Latão,Mecânico,Ativo,442,Baixo,366-730 dias,7286433.28,3712
MAT-00930,Balde Alumínio,Limpeza,Ativo,441,Baixo,366-730 dias,26375.86,4501
MAT-06001,DISJUNTOR ALUMÍNIO,Elétrico,Ativo,441,Baixo,366-730 dias,2614002.539869741,1439
MAT-02606,Graxa Inox,Lubrificante,Ativo,441,Baixo,366-730 dias,940518.6000000001,3171
MAT-01155,resistor Alumínio,Eletrônico,Ativo,441,Baixo,366-730 dias,2111561.25,3945
MAT-01795,Plástico Alumínio,Embalagem,Ativo,441,Baixo,366-730 dias,197958.30000000002,3062
MAT-01114,Disjuntor Alumínio,Elétrico,Ativo,441,Baixo,366-730 dias,2547116.34,1439
MAT-02779,Balde Alumínio,Limpeza,Ativo,441,Baixo,366-730 dias,10089.9,1010
MAT-00042,Plástico Cobre,Embalagem,Ativo,441,Baixo,366-730 dias,3283.42,658
MAT-02787,Base Inox,Químico,Inativo,440,Baixo,366-730 dias,23011.559999999998,3278
MAT-02760,Etiqueta PVC,Embalagem,Ativo,439,Baixo,366-730 dias,276622.64,4151
MAT-01031,Fita Latão,Embalagem,Ativo,439,Baixo,366-730 dias,1494.0800000000002,464
MAT-01703,Filtro PVC,Pneumático,Inativo,439,Baixo,366-730 dias,4196916.62,4838
MAT-02338,Filtro PVC,Pneumático,Bloqueado,439,Baixo,366-730 dias,384996.77999999997,4833
MAT-01950,Desinfetante Alumínio,Limpeza,Ativo,439,Baixo,366-730 dias,80040.45,3255
MAT-02899,Caixa Latão,Embalagem,Ativo,438,Baixo,366-730 dias,1978567.8399999999,1226
MAT-00169,Rolamento Inox,Peças,Ativo,438,Baixo,366-730 dias,4592.32,4064
MAT-00598,Caneta Cobre,Escritório,Bloqueado,438,Baixo,366-730 dias,4621.04,2458
MAT-01713,Sensor Plástico,Eletrônico,Bloqueado,438,Baixo,366-730 dias,10410.03,2461
MAT-01375,Óleo Alumínio,Lubrificante,Inativo,438,Baixo,366-730 dias,28461.06,3621
MAT-00270,Conexão Inox,Pneumático,Bloqueado,437,Baixo,366-730 dias,2816.5600000000004,2584
MAT-01755,Balde PVC,Limpeza,Ativo,437,Baixo,366-730 dias,3883.14,846
MAT-01684,Ácido Plástico,Químico,Ativo,437,Baixo,366-730 dias,27964.02,2874
MAT-02233,Clipe Alumínio,Acessórios,Ativo,437,Baixo,366-730 dias,292747.44,3268
MAT-00727,Cabo 4mm² Aço,Elétrico,Ativo,436,Baixo,366-730 dias,1752319.7999999998,1551
MAT-01673,Disjuntor PVC,Elétrico,Ativo,436,Baixo,366-730 dias,97158.20000000001,4570
MAT-02546,Suporte Latão,Acessórios,Ativo,436,Baixo,366-730 dias,4659.34,161
MAT-06001,SUPORTE LATÃO,Acessórios,Ativo,436,Baixo,366-730 dias,4485.778245069235,161
MAT-02936,Óleo Aço,Lubrificante,Ativo,435,Baixo,366-730 dias,59101.979999999996,3873
MAT-00568,Chave Cobre,Ferramentas,Ativo,435,Baixo,366-730 dias,3481.8,42
MAT-06001,FLUIDO ALUMÍNIO,Lubrificante,Ativo,435,Baixo,366-730 dias,7805.552394857531,4905
MAT-00790,Vedação Alumínio,Peças,Ativo,435,Baixo,366-730 dias,4242.42,1274
MAT-00172,Desinfetante Aço,Limpeza,Inativo,435,Baixo,366-730 dias,264864.88,4424
MAT-06001,Vedação Alumínio,Peças,Ativo,435,Baixo,366-730 dias,4058.5913856161615,1274
MAT-00946,Fluido Alumínio,Lubrificante,Ativo,435,Baixo,366-730 dias,7995.15,4905
MAT-02781,Bucha Plástico,Mecânico,Ativo,434,Baixo,366-730 dias,128788.0,2200
MAT-01584,Luva G Alumínio,EPI,Ativo,434,Baixo,366-730 dias,148247.04,4656
MAT-06001,BUCHA PLÁSTICO,Mecânico,Ativo,434,Baixo,366-730 dias,131532.7419664399,2200
MAT-01959,Alicate Alumínio,Ferramentas,Ativo,434,Baixo,366-730 dias,21765.78,4742
MAT-06001,Alicate Alumínio,Ferramentas,Ativo,434,Baixo,366-730 dias,21390.748678273787,4742
MAT-00316,Registro Plástico,Hidráulico,Ativo,434,Baixo,366-730 dias,708448.4,590
MAT-01364,Plástico Aço,Embalagem,Ativo,433,Baixo,366-730 dias,60518.61,753
MAT-01308,Retentor Plástico,Peças,Ativo,433,Baixo,366-730 dias,4593.3,1255
MAT-01045,Grampeador Inox,Escritório,Ativo,433,Baixo,366-730 dias,242360.56,3176
MAT-02281,Prego Latão,Fixação,Inativo,433,Baixo,366-730 dias,35489.49,4281
MAT-00036,Etiqueta PVC,Embalagem,Ativo,433,Baixo,366-730 dias,162563.94,2219
MAT-00527,"Tubo 1.1/4"" PVC",Hidráulico,Ativo,433,Baixo,366-730 dias,1488877.8800000001,1834
MAT-02307,Conexão Aço,Hidráulico,Ativo,433,Baixo,366-730 dias,422031.39999999997,4804
MAT-02753,Detergente Alumínio,Limpeza,Ativo,432,Baixo,366-730 dias,403471.32,4494
MAT-00378,Cilindro Plástico,Pneumático,Ativo,431,Baixo,366-730 dias,1075.68,664
MAT-01529,correia Alumínio,Mecânico,Bloqueado,431,Baixo,366-730 dias,23.099999999999998,14
MAT-06001,correia Alumínio,Mecânico,Bloqueado,431,Baixo,366-730 dias,23.169831749869985,14
MAT-02632,Cilindro Latão,Pneumático,Inativo,431,Baixo,366-730 dias,1491157.8,4191
MAT-01985,Conexão Aço,Hidráulico,Bloqueado,430,Baixo,366-730 dias,20852.55,2799
MAT-00862,Junta Cobre,Peças,Ativo,430,Baixo,366-730 dias,1833347.88,2292
MAT-00847,Solvente Alumínio,Químico,Ativo,429,Baixo,366-730 dias,89175.13,1097
MAT-02576,Cabo 6mm² Aço,Elétrico,Ativo,429,Baixo,366-730 dias,1793376.0599999998,3493
MAT-00109,Bucha Plástico,Mecânico,Ativo,429,Baixo,366-730 dias,33379.2,4880
MAT-01487,Spray Aço,Lubrificante,Ativo,429,Baixo,366-730 dias,66361.84,724
MAT-01982,Rebite Aço,Fixação,Ativo,429,Baixo,366-730 dias,18096.0,4350
MAT-01502,Vassoura Inox,Limpeza,Inativo,428,Baixo,366-730 dias,52646.880000000005,624
MAT-01352,Furadeira Alumínio,Ferramentas,Ativo,428,Baixo,366-730 dias,1967.1200000000001,367
MAT-02456,Eixo Plástico,Mecânico,Inativo,428,Baixo,366-730 dias,6205733.34,4666
MAT-02864,Capacitor Inox,Eletrônico,Ativo,427,Baixo,366-730 dias,1770745.1600000001,989
MAT-02559,Capacitor Inox,Eletrônico,Ativo,427,Baixo,366-730 dias,6179.1900000000005,2199
MAT-06001,plástico Cobre,Embalagem,Ativo,427,Baixo,366-730 dias,6438655.441441139,3818
MAT-00525,Grampeador Plástico,Escritório,Ativo,427,Baixo,366-730 dias,268690.17,2751
MAT-00615,plástico Cobre,Embalagem,Ativo,427,Baixo,366-730 dias,6664929.88,3818
MAT-00114,Detergente Inox,Limpeza,Ativo,427,Baixo,366-730 dias,27063.96,462
MAT-01904,Rolamento PVC,Mecânico,Ativo,427,Baixo,366-730 dias,58632.05,3865
MAT-00229,Pasta PVC,Escritório,Ativo,427,Baixo,366-730 dias,20050.8,3255
MAT-01765,Desinfetante Plástico,Limpeza,Ativo,427,Baixo,366-730 dias,12938.460000000001,1934
MAT-01439,Caixa Cobre,Embalagem,Bloqueado,426,Baixo,366-730 dias,29657.04,3336
MAT-02202,Parafuso M16 Inox,Fixação,Ativo,426,Baixo,366-730 dias,19734.0,3300
MAT-02408,Parafuso Cobre M8,Fixação,Ativo,425,Baixo,366-730 dias,1779.8400000000001,3296
MAT-00968,Pasta Cobre,Escritório,Ativo,425,Baixo,366-730 dias,211838.8,820
MAT-01805,Vedação Latão,Peças,Ativo,425,Baixo,366-730 dias,101771.46,2738
MAT-02933,Gancho em Plástico,Acessórios,Inativo,425,Baixo,366-730 dias,102446.68,2468
MAT-02589,Fita Cobre,Embalagem,Ativo,425,Baixo,366-730 dias,4357.84,4636
MAT-01191,retentor Inox,Peças,Inativo,424,Baixo,366-730 dias,141730.25,3277
MAT-02254,Desinfetante Aço,Limpeza,Ativo,424,Baixo,366-730 dias,357236.13,1037
MAT-00450,Lâmpada Latão,Elétrico,Ativo,424,Baixo,366-730 dias,65156.780000000006,3826
MAT-01505,Correia Latão,Mecânico,Ativo,424,Baixo,366-730 dias,12029.26,3323
MAT-02210,Rolamento em Cobre,Mecânico,Ativo,424,Baixo,366-730 dias,20758.260000000002,2641
MAT-01653,Parafuso M10 Aço,Fixação,Ativo,424,Baixo,366-730 dias,24034.92,923
MAT-06001,RETENTOR INOX,Peças,Inativo,424,Baixo,366-730 dias,148256.05297663805,3277
MAT-00495,Tomada Cobre,Elétrico,Ativo,423,Baixo,366-730 dias,1831787.34,1558
MAT-02658,Rebite Aço,Fixação,Ativo,423,Baixo,366-730 dias,0.0,4521
MAT-06001,Tomada Cobre,Elétrico,Ativo,423,Baixo,366-730 dias,1813111.4909690486,1558
MAT-01346,"Tubo 1/2"" Plástico",Hidráulico,Ativo,423,Baixo,366-730 dias,13074.9,410
MAT-01077,Capacete Cobre,EPI,Ativo,422,Baixo,366-730 dias,12579.84,2688
MAT-02319,Conexão Plástico,Pneumático,Ativo,422,Baixo,366-730 dias,10541.9,2710
MAT-02754,Martelo Aço,Ferramentas,Ativo,421,Baixo,366-730 dias,18105.850000000002,895
MAT-00690,Fluido Inox,Lubrificante,Ativo,421,Baixo,366-730 dias,1332402.94,4898
MAT-02068,Bota Alumínio,EPI,Inativo,421,Baixo,366-730 dias,4935620.04,4801
MAT-00993,Clips Cobre,Escritório,Ativo,420,Baixo,366-730 dias,79420.5,1961
MAT-02028,Reagente PVC,Químico,Bloqueado,420,Baixo,366-730 dias,542.43,1323
MAT-02595,Gancho Aço,Acessórios,Ativo,420,Baixo,366-730 dias,59243.03,1637
MAT-02991,Catalisador Latão,Químico,Ativo,420,Baixo,366-730 dias,5054.24,1019
MAT-00416,Engrenagem Aço,Mecânico,Bloqueado,420,Baixo,366-730 dias,20131.8,356
MAT-00257,LED Aço,Eletrônico,Inativo,419,Baixo,366-730 dias,353.28,256
MAT-02439,Capacete Inox,EPI,Ativo,419,Baixo,366-730 dias,269778.06,4833
MAT-01948,LED Inox,Eletrônico,Ativo,419,Baixo,366-730 dias,17669.12,3712
MAT-01217,Correia Latão,Mecânico,Ativo,419,Baixo,366-730 dias,4206292.05,4055
MAT-02742,Suporte Cobre,Acessórios,Ativo,419,Baixo,366-730 dias,12100.58,3866
MAT-02148,Caixa Inox,Embalagem,Ativo,419,Baixo,366-730 dias,14773.35,1983
MAT-01510,Gancho Latão,Acessórios,Inativo,419,Baixo,366-730 dias,3044.4,2537
MAT-06001,LED Inox,Eletrônico,Ativo,419,Baixo,366-730 dias,17108.680400954363,3712
MAT-01372,Junta Inox,Peças,Ativo,419,Baixo,366-730 dias,586796.4700000001,2977
MAT-02711,Máscara Plástico,EPI,Ativo,419,Baixo,366-730 dias,19264.96,3368
MAT-00512,Caneta PVC,Escritório,Ativo,418,Baixo,366-730 dias,1941.92,229
MAT-00992,Válvula Aço,Pneumático,Ativo,418,Baixo,366-730 dias,41752.600000000006,4372
MAT-00371,Pasta Aço,Lubrificante,Ativo,418,Baixo,366-730 dias,3788142.4,2180
MAT-02871,Plástico Plástico,Embalagem,Ativo,418,Baixo,366-730 dias,1532.78,346
MAT-00668,Papelão Inox,Embalagem,Bloqueado,418,Baixo,366-730 dias,1907.22,1434
MAT-01299,LED Inox,Eletrônico,Inativo,418,Baixo,366-730 dias,280646.4,3732
MAT-02635,Conexão Aço,Hidráulico,Ativo,418,Baixo,366-730 dias,0.0,3911
MAT-06001,LED Inox,Eletrônico,Inativo,418,Baixo,366-730 dias,294414.9904198076,3732
MAT-02262,Tomada Plástico,Elétrico,Ativo,417,Baixo,366-730 dias,8041.46,809
MAT-01842,Filtro Inox,Pneumático,Ativo,417,Baixo,366-730 dias,49539.14,862
MAT-00800,Registro Plástico,Hidráulico,Ativo,417,Baixo,366-730 dias,318.0,75
MAT-02575,"Tubo Cobre 2""",Hidráulico,Ativo,417,Baixo,366-730 dias,51807.36,2676
MAT-01943,Rebite Inox,Fixação,Ativo,417,Baixo,366-730 dias,297902.7,3466
MAT-01336,Chave Inox,Ferramentas,Ativo,416,Baixo,366-730 dias,295536.88999999996,4577
MAT-02438,Óleo Aço,Lubrificante,Ativo,416,Baixo,366-730 dias,3454833.8400000003,4348
MAT-06001,Conexão PVC,Pneumático,Inativo,416,Baixo,366-730 dias,28935.853423987388,3570
MAT-01454,Conexão PVC,Pneumático,Inativo,416,Baixo,366-730 dias,27881.699999999997,3570
MAT-01583,Desinfetante em Plástico,Limpeza,Ativo,416,Baixo,366-730 dias,16470.52,1804
MAT-00197,Caixa Plástico,Embalagem,Ativo,415,Baixo,366-730 dias,164565.72,4299
MAT-00675,Clips Alumínio,Escritório,Ativo,415,Baixo,366-730 dias,4839.799999999999,3457
MAT-02722,Parafuso M8 Inox,Fixação,Ativo,415,Baixo,366-730 dias,7988.63,2119
MAT-00445,Arruela Aço,Fixação,Ativo,415,Baixo,366-730 dias,157890.82,2281
MAT-02099,Catalisador Plástico,Químico,Ativo,415,Baixo,366-730 dias,12604.83,4053
MAT-06001,CLIPS ALUMÍNIO,Escritório,Ativo,415,Baixo,366-730 dias,4786.634400143277,3457
MAT-01237,Grampeador PVC,Escritório,Bloqueado,414,Baixo,366-730 dias,9659.44,2936
MAT-00911,Desinfetante PVC,Limpeza,Ativo,414,Baixo,366-730 dias,15901.359999999999,3518
MAT-00921,Capacete Plástico,EPI,Ativo,414,Baixo,366-730 dias,39040.92,3908
MAT-02097,Desinfetante Alumínio,Limpeza,Inativo,413,Baixo,366-730 dias,976.32,3616
MAT-01148,Cabo 10mm² Latão,Elétrico,Inativo,412,Baixo,366-730 dias,279592.32,3516
MAT-02434,Capacete Inox,EPI,Inativo,412,Baixo,366-730 dias,607530.0,2100
MAT-02578,Ácido Aço,Químico,Ativo,412,Baixo,366-730 dias,9204024.959999999,4848
MAT-00574,Gancho PVC,Acessórios,Ativo,412,Baixo,366-730 dias,1852.3799999999999,753
MAT-01076,Módulo PVC,Eletrônico,Bloqueado,412,Baixo,366-730 dias,36098.880000000005,4852
MAT-01832,base Latão,Químico,Bloqueado,411,Baixo,366-730 dias,2408.1,1745
MAT-02297,Grampeador Inox,Escritório,Ativo,411,Baixo,366-730 dias,9561.62,2458
MAT-00123,Óleo PVC,Lubrificante,Ativo,410,Baixo,366-730 dias,18315.0,1850
MAT-00654,Cilindro Alumínio,Pneumático,Ativo,410,Baixo,366-730 dias,7145.6,1595
MAT-02481,Catalisador Latão,Químico,Ativo,410,Baixo,366-730 dias,18662.399999999998,4608
MAT-00225,Anel Inox,Peças,Bloqueado,409,Baixo,366-730 dias,12239.580000000002,1489
MAT-02661,Catalisador Latão,Químico,Inativo,409,Baixo,366-730 dias,25123.68,292
MAT-02752,Presilha Plástico,Acessórios,Ativo,409,Baixo,366-730 dias,1029.6000000000001,1872
