codigo_material,descricao,status,caminho,sla_horas,motivos
MAT-00674,Ácido Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00675,Clips Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00676,Rolamento Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00677,LED PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00678,Rolamento Alumínio,REJEITADO,0,0,NCM vazio; Unidade 'L' não padronizada
MAT-00679,Catalisador Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00680,Bota Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00681,registro Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00682,Martelo Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00683,Tomada PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00684,Mangueira Latão,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-00685,Mangueira Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00686,Alicate Alumínio,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-00687,Arruela Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00688,Óculos Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00689,Desinfetante Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00690,Fluido Inox,REJEITADO,0,0,NCM vazio
MAT-00691,Sensor Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00692,Máscara Inox,REJEITADO,0,0,NCM vazio; Unidade 'GL' não padronizada
MAT-00693,Base Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00694,Cilindro Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00695,Detergente Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00696,Retentor Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00697,Resistor Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00698,Correia PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00699,Rebite em PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00700,Rolamento Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00701,Óleo Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00702,Graxa PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00703,Caixa Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00704,Junta Cobre,REJEITADO,0,0,NCM vazio; Unidade 'L' não padronizada
MAT-00705,Porca M6 Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00706,Pasta Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00707,Disjuntor Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00708,Pasta Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00709,Óleo Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00710,Anel PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00711,Capacete Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00712,Parafuso M12 Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00713,Sensor Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00714,Rebite Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00715,Disjuntor Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00716,Conexão Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00717,Clips Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00718,Gancho em Latão,REJEITADO,0,0,NCM vazio
MAT-00719,Graxa Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00720,Papelão Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00721,Caneta Aço,REJEITADO,0,0,NCM vazio
MAT-00722,Fita Aço,REJEITADO,0,0,NCM vazio; Unidade 'M²' não padronizada
MAT-00723,Válvula Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00724,Cilindro Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00725,Óleo Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00726,Cabo 10mm² Aço,REJEITADO,0,0,NCM vazio
MAT-00727,Cabo 4mm² Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00728,Óculos Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00729,Solvente PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00730,Capacete Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00731,Anel Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00732,Lâmpada PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00733,Lâmpada Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00734,Sensor em Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00735,Catalisador Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00736,Fita Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00737,Desinfetante Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00738,válvula Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00739,Filtro Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00740,Pano PVC,REJEITADO,0,0,NCM vazio
MAT-00741,Sensor PVC,REJEITADO,0,0,NCM vazio; Unidade 'RL' não padronizada
MAT-00742,Clips Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00743,Papelão Alumínio,REJEITADO,0,0,NCM vazio
MAT-00744,Mangueira Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00745,"Cabo 2,5mm² Plástico",REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00746,Válvula Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00747,Detergente Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00748,Cilindro PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00749,Filtro Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00750,Ácido Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00751,Alicate Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00752,Graxa Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00753,Capacete Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00754,Base em Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00755,Caixa Cobre,REJEITADO,0,0,NCM vazio
MAT-00756,Cilindro Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00757,Resistor PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00758,Chave Plástico,REJEITADO,0,0,NCM vazio
MAT-00759,Presilha Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00760,correia Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00761,Martelo Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00762,Chave PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00763,Fita Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00764,Mangueira Inox,REJEITADO,0,0,NCM vazio
MAT-00765,Máscara Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00766,Desinfetante Plástico,REJEITADO,0,0,NCM vazio; Unidade 'GL' não padronizada
MAT-00767,Mangueira Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00768,Caixa Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00769,Registro Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00770,Fluido Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00771,Conexão Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0); Unidade 'PCT' não padronizada
MAT-00772,Clips Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00773,Prego em Aço,REJEITADO,0,0,NCM vazio; Unidade 'M²' não padronizada
MAT-00774,Registro Aço,REJEITADO,0,0,NCM vazio
MAT-00775,Martelo Cobre,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-00776,spray PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00777,Eixo Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00778,Válvula PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00779,Filtro PVC,REJEITADO,0,0,NCM vazio; Unidade 'M²' não padronizada
MAT-00780,Correia Aço,REJEITADO,0,0,NCM vazio
MAT-00781,LED Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00782,Ácido Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00783,Fluido Cobre,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-00784,engrenagem PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00785,Papelão PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00786,módulo Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00787,Plástico Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00788,Tomada Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00789,Eixo Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00790,Vedação Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00791,Caixa Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00792,Pano Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00793,Papelão Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00794,Fita Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00795,Desinfetante Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00796,Fita Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00797,Conexão Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00798,Serra Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00799,Plástico Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00800,Registro Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00801,Módulo PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0); Unidade 'GL' não padronizada
MAT-00802,Detergente Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00803,Rolamento Alumínio,REJEITADO,0,0,NCM vazio
MAT-00804,Fita Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00805,Alicate Inox,REJEITADO,0,0,NCM vazio; Unidade 'M²' não padronizada
MAT-00806,Graxa Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00807,Fluido PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0)
MAT-00808,Pasta Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00809,Caixa Alumínio,REJEITADO,0,0,NCM vazio
MAT-00810,Chave Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00811,Rolamento Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00812,Disjuntor Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00813,Alicate PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00814,Martelo Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00815,Fita Aço,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-00816,Rebite Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00817,Filtro Aço,REJEITADO,0,0,NCM vazio
MAT-00818,Caneta Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00819,Capacete em Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00820,Conexão Inox,REJEITADO,0,0,NCM vazio; Unidade 'L' não padronizada
MAT-00821,Filtro Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00822,Fluido Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00823,Furadeira Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00824,"Tubo 1.1/4"" Inox",REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00825,Filtro Plástico,REJEITADO,0,0,NCM vazio
MAT-00826,Abraçadeira Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00827,Caneta Inox,REJEITADO,0,0,NCM vazio
MAT-00828,Base Cobre,REJEITADO,0,0,NCM vazio; Unidade 'M²' não padronizada
MAT-00829,Graxa Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00830,Fita Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00831,catalisador Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00832,Luva XG PVC,REJEITADO,0,0,NCM vazio; Unidade 'M²' não padronizada
MAT-00833,Bucha Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00834,Martelo Plástico,REJEITADO,0,0,NCM vazio
MAT-00835,lâmpada Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00836,Prego em Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00837,Resistor PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00838,Fluido Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00839,Bota Inox,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-00840,Correia Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00841,Spray Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00842,Retentor Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00843,Pasta Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00844,Óleo Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00845,Mangueira Latão,REJEITADO,0,0,NCM vazio; Preço inválido (deve ser > 0)
MAT-00846,Fluido Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00847,Solvente Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00848,Registro Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00849,Alicate Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00850,Furadeira Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00851,Solvente Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00852,Óculos Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00853,Correia Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00854,Presilha PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00855,Tomada Alumínio,REJEITADO,0,0,NCM vazio
MAT-00856,Pasta Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00857,Capacete PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00858,Módulo Latão,REJEITADO,0,0,NCM vazio; Unidade 'L' não padronizada
MAT-00859,Bota Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00860,Vedação Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00861,Martelo Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00862,Junta Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00863,Graxa Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00864,Conexão Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00865,Martelo Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00866,Filtro Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00867,Junta Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00868,Martelo PVC,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-00869,Módulo Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00870,Vedação Latão,REJEITADO,0,0,NCM vazio
MAT-00871,Grampeador Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00872,Balde PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00873,Pasta Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00874,Papelão Inox,REJEITADO,0,0,NCM vazio; Unidade 'L' não padronizada
MAT-00875,Retentor Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00876,Arruela Aço,REJEITADO,0,0,NCM vazio
MAT-00877,Filtro Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00878,Capacitor em PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00879,Serra Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00880,Arruela Cobre,REJEITADO,0,0,NCM vazio; Unidade 'GL' não padronizada
MAT-00881,Anel Plástico,REJEITADO,0,0,NCM vazio
MAT-00882,Caixa Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00883,Máscara Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00884,Retentor Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0); Unidade 'RL' não padronizada
MAT-00885,Fluido PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00886,Martelo Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00887,Filtro Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00888,Lâmpada Cobre,REJEITADO,0,0,NCM vazio
MAT-00889,Suporte Cobre,REJEITADO,0,0,NCM vazio
MAT-00890,Pasta Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00891,Cabo 10mm² Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00892,Fluido Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00893,Caneta Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00894,Ácido Inox,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00895,Vassoura Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00896,"Cabo 2,5mm² em Latão",REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00897,Capacitor Cobre,REJEITADO,0,0,NCM vazio
MAT-00898,Chave PVC,REJEITADO,0,0,NCM vazio; Unidade 'L' não padronizada
MAT-00899,Válvula Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00900,Correia Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00901,Cabo 16mm² Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'RL' não padronizada
MAT-00902,"Tubo 3/4"" Cobre",REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00903,Lâmpada PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00904,Rolamento Inox,REJEITADO,0,0,NCM vazio
MAT-00905,Papelão Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00906,Tomada Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00907,Papelão PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00908,Rolamento Aço,REJEITADO,0,0,NCM vazio
MAT-00909,Rolamento Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00910,Mangueira Cobre,REJEITADO,0,0,NCM vazio
MAT-00911,Desinfetante PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00912,Vedação Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00913,Alicate Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00914,Vedação Alumínio,REJEITADO,0,0,NCM vazio
MAT-00915,papelão Cobre,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-00916,Válvula Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00917,Etiqueta Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00918,Suporte Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00919,Clipe Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00920,Caixa Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00921,Capacete Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00922,Resistor Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00923,Clips Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00924,Tomada Aço,REJEITADO,0,0,NCM vazio; Unidade 'L' não padronizada
MAT-00925,Máscara Inox,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-00926,Registro Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00927,Cabo 6mm² PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00928,Caneta Cobre,REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0)
MAT-00929,Luva GG Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Preço inválido (deve ser > 0); Unidade 'GL' não padronizada
MAT-00930,Balde Alumínio,REJEITADO,0,0,NCM vazio
MAT-00931,Óleo Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00932,Registro Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00933,Prego PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00934,Rebite PVC,REJEITADO,0,0,NCM vazio; Unidade 'M²' não padronizada
MAT-00935,Correia Latão,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00936,"Tubo 1.1/4"" Cobre",REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00937,Parafuso M10 Inox,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00938,Vassoura Plástico,REJEITADO,0,0,NCM vazio; Unidade 'GL' não padronizada
MAT-00939,Disjuntor Aço,REJEITADO,0,0,NCM vazio; Unidade 'M²' não padronizada
MAT-00940,Válvula PVC,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00941,Rolamento Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00942,Caneta Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00943,Vedação PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00944,Reagente Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00945,Reagente Alumínio,REJEITADO,0,0,NCM vazio; Unidade 'RL' não padronizada
MAT-00946,Fluido Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'GL' não padronizada
MAT-00947,"Tubo 2"" Latão",REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-00948,Serra Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00949,Cabo 16mm² Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00950,Engrenagem Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00951,Filtro PVC,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00952,Suporte Plástico,REJEITADO,0,0,NCM vazio; Unidade 'PCT' não padronizada
MAT-00953,Serra Latão,REJEITADO,0,0,NCM vazio; Unidade 'M²' não padronizada
MAT-00954,Máscara Alumínio,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'PCT' não padronizada
MAT-00955,LED Latão,REJEITADO,0,0,NCM vazio; Unidade 'L' não padronizada
MAT-00956,Engrenagem Aço,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00957,Ácido Plástico,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'L' não padronizada
MAT-00958,Módulo Aço,REJEITADO,0,0,NCM deve ter 8 dígitos; Unidade 'M²' não padronizada
MAT-00959,Interruptor Latão,REJEITADO,0,0,NCM deve ter 8 dígitos
MAT-00960,Clipe PVC,REJEITADO,0,0,NCM vazio; Unidade 'M²' não padronizada
